pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
680,1340,napolitana_l,4,2023-01-08,21:07,13.2,52.8,L,Clásica,"queso, tomate, pimiento, pepperoni, jamon",Napolitana
681,1340,mexicana_s,5,2023-02-09,21:40,10.26,51.3,S,Vegetariana,"tomate, champiñon, pimiento, queso, aceituna",Mexicana
682,1341,napolitana_xl,3,2023-01-23,11:44,14.38,43.14,XL,Especial,"pepperoni, tomate",Napolitana
683,1341,napolitana_l,1,2023-01-25,11:12,11.16,11.16,L,Premium,"jamon, tomate, champiñon, aceituna, pimiento",Napolitana
684,1342,carbonara_l,5,2023-02-06,15:50,5.64,28.2,L,Especial,"champiñon, pimiento, aceituna, pepperoni",Carbonara
685,1342,carbonara_xl,5,2023-01-22,10:12,7.15,35.75,XL,Especial,"pimiento, queso, champiñon, jamon, aceituna",Carbonara
686,1343,margarita_l,1,2023-02-05,12:03,12.85,12.85,L,Especial,"queso, champiñon, aceituna, pimiento, jamon",Margarita
687,1343,carbonara_xl,5,2023-03-01,11:43,9.83,49.15,XL,Clásica,"pimiento, jamon, champiñon, queso, aceituna",Carbonara
688,1344,margarita_l,5,2023-01-02,10:48,5.91,29.55,L,Premium,"champiñon, tomate, aceituna",Margarita
689,1344,cuatro_quesos_s,1,2023-01-30,11:40,12.18,12.18,S,Premium,"jamon, tomate",Cuatro_quesos
690,1345,cuatro_quesos_xl,2,2023-02-28,20:03,6.34,12.68,XL,Vegetariana,"aceituna, champiñon",Cuatro_quesos
691,1345,mexicana_xl,5,2023-02-15,19:58,10.0,50.0,XL,Vegetariana,"tomate, pepperoni, aceituna, pimiento, queso",Mexicana
692,1346,carbonara_m,1,2023-01-29,22:43,8.91,8.91,M,Vegetariana,"champiñon, pepperoni",Carbonara
693,1346,cuatro_quesos_s,1,2023-01-24,11:15,12.81,12.81,S,Vegetariana,"jamon, pepperoni, tomate, queso",Cuatro_quesos
694,1347,carbonara_s,4,2023-01-04,15:29,11.12,44.48,S,Premium,"jamon, pimiento, aceituna",Carbonara
695,1347,napolitana_l,2,2023-01-18,12:08,6.63,13.26,L,Premium,"queso, champiñon, pimiento, tomate, jamon",Napolitana
696,1348,cuatro_quesos_xl,4,2023-01-20,20:40,12.13,48.52,XL,Vegetariana,"pimiento, jamon, queso, tomate, aceituna",Cuatro_quesos
697,1348,napolitana_xl,2,2023-02-20,12:19,7.3,14.6,XL,Vegetariana,"tomate, pepperoni, queso",Napolitana
698,1349,carbonara_m,2,2023-01-31,14:43,10.43,20.86,M,Especial,"champiñon, pimiento, tomate",Carbonara
699,1349,hawaiiana_xl,3,2023-02-07,21:12,6.13,18.39,XL,Clásica,"queso, champiñon",Hawaiiana
700,1350,mexicana_s,5,2023-02-04,16:03,10.23,51.15,S,Especial,"tomate, queso, pepperoni, pimiento, aceituna",Mexicana
701,1350,hawaiiana_l,3,2023-02-20,22:27,6.27,18.81,L,Especial,"jamon, pepperoni, queso",Hawaiiana
702,1351,hawaiiana_l,1,2023-01-17,16:13,5.54,5.54,L,Premium,"pepperoni, jamon",Hawaiiana
703,1351,hawaiiana_xl,2,2023-01-17,16:21,7.95,15.9,XL,Clásica,"champiñon, pimiento, tomate",Hawaiiana
704,1352,hawaiiana_s,2,2023-01-27,15:51,6.36,12.72,S,Premium,"tomate, aceituna",Hawaiiana
705,1352,mexicana_s,3,2023-02-26,12:56,12.76,38.28,S,Vegetariana,"champiñon, tomate, queso, pepperoni",Mexicana
706,1353,hawaiiana_l,3,2023-01-07,21:21,11.37,34.11,L,Especial,"queso, pepperoni",Hawaiiana
707,1353,hawaiiana_s,2,2023-01-30,14:30,13.92,27.84,S,Vegetariana,"pepperoni, aceituna",Hawaiiana
708,1354,margarita_l,4,2023-02-02,22:30,6.72,26.88,L,Especial,"pimiento, aceituna, pepperoni, champiñon, tomate",Margarita
709,1354,mexicana_m,2,2023-02-23,19:54,11.91,23.82,M,Especial,"aceituna, pimiento, tomate, pepperoni, jamon",Mexicana
710,1355,hawaiiana_m,2,2023-01-18,18:41,7.84,15.68,M,Clásica,"pepperoni, aceituna",Hawaiiana
711,1355,carbonara_xl,5,2023-01-20,17:09,13.37,66.85,XL,Premium,"queso, pepperoni, jamon, champiñon",Carbonara
712,1356,napolitana_xl,3,2023-01-12,15:11,7.29,21.87,XL,Clásica,"jamon, pepperoni, tomate, champiñon, pimiento",Napolitana
713,1356,hawaiiana_m,4,2023-01-29,21:01,5.76,23.04,M,Premium,"pimiento, aceituna",Hawaiiana
714,1357,hawaiiana_xl,3,2023-02-21,15:47,13.37,40.11,XL,Premium,"tomate, queso, aceituna, jamon, pepperoni",Hawaiiana
715,1357,margarita_m,2,2023-01-19,10:12,9.33,18.66,M,Clásica,"champiñon, pepperoni, tomate",Margarita
716,1358,mexicana_s,2,2023-01-21,19:47,8.63,17.26,S,Premium,"jamon, pepperoni, queso, aceituna, champiñon",Mexicana
717,1358,carbonara_s,1,2023-01-01,18:54,10.02,10.02,S,Premium,"champiñon, tomate",Carbonara
718,1359,margarita_s,5,2023-03-02,22:06,6.14,30.7,S,Especial,"aceituna, jamon, pepperoni",Margarita
719,1359,hawaiiana_xl,2,2023-01-23,16:14,13.45,26.9,XL,Vegetariana,"queso, jamon, aceituna, tomate",Hawaiiana
720,1360,hawaiiana_m,4,2023-01-08,21:10,5.62,22.48,M,Clásica,"jamon, pepperoni",Hawaiiana
721,1360,napolitana_s,4,2023-02-16,16:39,7.88,31.52,S,Clásica,"pimiento, tomate, champiñon, aceituna",Napolitana
722,1361,margarita_xl,4,2023-01-30,17:24,7.34,29.36,XL,Vegetariana,"aceituna, tomate",Margarita
723,1361,carbonara_l,4,2023-02-08,11:31,6.09,24.36,L,Especial,"tomate, pimiento",Carbonara
724,1362,mexicana_s,2,2023-02-09,22:20,6.13,12.26,S,Vegetariana,"pimiento, jamon, queso",Mexicana
725,1362,cuatro_quesos_l,1,2023-02-02,12:44,5.4,5.4,L,Vegetariana,"pimiento, aceituna, jamon, champiñon, queso",Cuatro_quesos
726,1363,mexicana_m,5,2023-01-14,14:17,11.6,58.0,M,Premium,"pimiento, jamon, champiñon, pepperoni",Mexicana
727,1363,mexicana_s,1,2023-01-31,16:58,9.07,9.07,S,Premium,"tomate, jamon, pimiento, pepperoni, aceituna",Mexicana
728,1364,napolitana_s,1,2023-01-24,20:20,5.38,5.38,S,Vegetariana,"champiñon, jamon, aceituna, pimiento",Napolitana
729,1364,hawaiiana_s,2,2023-01-24,21:13,6.42,12.84,S,Especial,"tomate, jamon",Hawaiiana
730,1365,cuatro_quesos_m,4,2023-01-21,21:10,6.43,25.72,M,Vegetariana,"jamon, pimiento, champiñon, tomate, queso",Cuatro_quesos
731,1365,margarita_xl,1,2023-01-19,19:57,8.01,8.01,XL,Especial,"tomate, aceituna, champiñon",Margarita
732,1366,carbonara_s,5,2023-01-01,16:52,10.35,51.75,S,Vegetariana,"pepperoni, champiñon, tomate, jamon",Carbonara
733,1366,napolitana_xl,1,2023-01-25,10:49,11.72,11.72,XL,Vegetariana,"queso, jamon",Napolitana
734,1367,cuatro_quesos_m,4,2023-02-10,18:46,7.99,31.96,M,Vegetariana,"champiñon, tomate",Cuatro_quesos
735,1367,margarita_s,3,2023-01-30,12:31,9.7,29.1,S,Clásica,"jamon, queso, champiñon, pepperoni, pimiento",Margarita
736,1368,carbonara_s,2,2023-02-28,19:58,13.51,27.02,S,Clásica,"jamon, tomate",Carbonara
737,1368,margarita_l,1,2023-01-30,11:20,8.49,8.49,L,Especial,"jamon, pepperoni",Margarita
738,1369,napolitana_l,4,2023-02-21,20:39,9.1,36.4,L,Especial,"champiñon, pimiento, queso",Napolitana
739,1369,carbonara_l,3,2023-01-18,10:10,8.11,24.33,L,Especial,"pepperoni, champiñon, aceituna, tomate, pimiento",Carbonara
740,1370,carbonara_l,3,2023-02-06,16:17,11.08,33.24,L,Clásica,"aceituna, jamon, tomate",Carbonara
741,1370,mexicana_s,2,2023-01-23,20:33,11.66,23.32,S,Especial,"aceituna, queso, champiñon, tomate",Mexicana
742,1371,mexicana_l,5,2023-02-19,14:03,10.79,53.95,L,Clásica,"aceituna, tomate",Mexicana
743,1371,carbonara_l,5,2023-01-14,13:26,10.23,51.15,L,Especial,"tomate, pepperoni, pimiento",Carbonara
744,1372,mexicana_s,1,2023-01-23,22:55,5.03,5.03,S,Premium,"jamon, pepperoni, pimiento",Mexicana
745,1372,carbonara_l,1,2023-02-27,17:03,10.22,10.22,L,Vegetariana,"pepperoni, tomate, queso",Carbonara
746,1373,cuatro_quesos_s,5,2023-02-10,17:04,12.71,63.55,S,Vegetariana,"pimiento, champiñon, queso, tomate",Cuatro_quesos
747,1373,margarita_xl,3,2023-01-31,16:28,7.85,23.55,XL,Vegetariana,"champiñon, aceituna, tomate, pimiento",Margarita
748,1374,cuatro_quesos_xl,3,2023-01-16,16:06,8.83,26.49,XL,Premium,"jamon, aceituna, pepperoni, tomate",Cuatro_quesos
749,1374,margarita_xl,2,2023-02-23,18:56,12.93,25.86,XL,Premium,"pimiento, pepperoni, queso, champiñon",Margarita
750,1375,mexicana_xl,1,2023-02-10,20:20,13.58,13.58,XL,Vegetariana,"pimiento, tomate, champiñon, pepperoni",Mexicana
751,1375,margarita_xl,4,2023-02-16,22:48,14.46,57.84,XL,Vegetariana,"pimiento, pepperoni, aceituna, tomate, queso",Margarita
752,1376,mexicana_s,4,2023-02-26,16:43,14.35,57.4,S,Especial,"tomate, pimiento, jamon",Mexicana
753,1376,napolitana_s,1,2023-01-02,14:44,10.11,10.11,S,Premium,"jamon, aceituna",Napolitana
754,1377,margarita_m,1,2023-01-12,16:16,6.47,6.47,M,Premium,"aceituna, pepperoni",Margarita
755,1377,hawaiiana_m,5,2023-02-10,16:30,6.4,32.0,M,Vegetariana,"champiñon, tomate, queso, jamon, aceituna",Hawaiiana
756,1378,napolitana_xl,3,2023-01-08,11:49,8.54,25.62,XL,Vegetariana,"queso, tomate",Napolitana
757,1378,cuatro_quesos_l,5,2023-01-25,20:23,9.25,46.25,L,Clásica,"queso, tomate, champiñon, pepperoni, pimiento",Cuatro_quesos
758,1379,cuatro_quesos_l,4,2023-01-06,14:29,6.7,26.8,L,Vegetariana,"champiñon, pepperoni, queso, pimiento, jamon",Cuatro_quesos
759,1379,napolitana_s,4,2023-01-09,16:51,14.37,57.48,S,Especial,"tomate, pepperoni, jamon, champiñon, queso",Napolitana
760,1380,napolitana_s,2,2023-02-08,10:12,8.89,17.78,S,Premium,"champiñon, pepperoni",Napolitana
761,1380,mexicana_s,3,2023-01-25,14:10,8.12,24.36,S,Especial,"tomate, jamon, queso",Mexicana
762,1381,napolitana_xl,1,2023-01-04,20:08,13.07,13.07,XL,Vegetariana,"jamon, pepperoni",Napolitana
763,1381,mexicana_xl,5,2023-01-16,21:47,13.74,68.7,XL,Vegetariana,"pepperoni, jamon, champiñon, tomate",Mexicana
764,1382,hawaiiana_s,5,2023-02-13,10:58,10.37,51.85,S,Premium,"tomate, aceituna, queso, jamon, pimiento",Hawaiiana
765,1382,carbonara_xl,5,2023-02-13,21:12,12.05,60.25,XL,Especial,"pepperoni, pimiento, tomate, queso",Carbonara
766,1383,carbonara_l,3,2023-02-04,20:47,13.1,39.3,L,Premium,"queso, tomate, pimiento, champiñon",Carbonara
767,1383,mexicana_s,1,2023-01-03,12:54,14.48,14.48,S,Especial,"jamon, pimiento, pepperoni",Mexicana
768,1384,carbonara_s,3,2023-01-20,17:28,11.15,33.45,S,Clásica,"champiñon, tomate, jamon",Carbonara
769,1384,carbonara_m,3,2023-02-08,11:37,11.12,33.36,M,Especial,"queso, pepperoni, champiñon, pimiento, jamon",Carbonara
770,1385,carbonara_xl,5,2023-01-26,12:35,14.38,71.9,XL,Premium,"queso, tomate",Carbonara
771,1385,carbonara_m,4,2023-02-26,22:06,12.12,48.48,M,Premium,"tomate, queso, champiñon",Carbonara
772,1386,mexicana_l,1,2023-01-20,17:43,13.35,13.35,L,Vegetariana,"champiñon, pepperoni",Mexicana
773,1386,margarita_l,3,2023-02-18,18:13,10.99,32.97,L,Clásica,"tomate, pimiento",Margarita
774,1387,napolitana_xl,2,2023-02-19,20:00,8.11,16.22,XL,Vegetariana,"tomate, pimiento, pepperoni",Napolitana
775,1387,carbonara_m,4,2023-01-11,17:37,13.24,52.96,M,Premium,"pimiento, champiñon, queso, jamon, aceituna",Carbonara
776,1388,hawaiiana_xl,2,2023-01-20,11:27,9.9,19.8,XL,Especial,"queso, champiñon",Hawaiiana
777,1388,mexicana_xl,5,2023-01-07,19:39,6.85,34.25,XL,Premium,"pepperoni, pimiento, jamon, queso",Mexicana
778,1389,napolitana_l,4,2023-01-19,16:40,10.89,43.56,L,Clásica,"pepperoni, queso, aceituna, pimiento",Napolitana
779,1389,hawaiiana_m,1,2023-01-30,21:18,9.92,9.92,M,Premium,"jamon, tomate, queso, pepperoni",Hawaiiana
780,1390,napolitana_m,2,2023-01-02,15:09,13.55,27.1,M,Especial,"tomate, queso, pimiento, jamon, aceituna",Napolitana
781,1390,cuatro_quesos_s,2,2023-01-24,21:40,10.45,20.9,S,Vegetariana,"queso, tomate, jamon, pimiento",Cuatro_quesos
782,1391,napolitana_s,1,2023-02-25,15:38,14.78,14.78,S,Vegetariana,"aceituna, queso, tomate, pimiento",Napolitana
783,1391,hawaiiana_l,2,2023-02-13,18:40,14.33,28.66,L,Premium,"champiñon, pepperoni, tomate, aceituna",Hawaiiana
784,1392,hawaiiana_m,2,2023-02-04,19:26,6.55,13.1,M,Clásica,"aceituna, jamon, queso",Hawaiiana
785,1392,mexicana_s,3,2023-02-10,21:19,6.4,19.2,S,Clásica,"jamon, tomate, aceituna, queso, pimiento",Mexicana
786,1393,hawaiiana_l,4,2023-01-18,13:35,8.37,33.48,L,Especial,"pepperoni, pimiento",Hawaiiana
787,1393,margarita_m,4,2023-02-21,14:30,9.6,38.4,M,Premium,"pimiento, champiñon, aceituna, jamon",Margarita
788,1394,hawaiiana_m,3,2023-02-09,10:54,11.58,34.74,M,Especial,"aceituna, champiñon, jamon, pepperoni",Hawaiiana
789,1394,napolitana_m,2,2023-01-16,21:51,8.31,16.62,M,Clásica,"pimiento, queso, aceituna, pepperoni, jamon",Napolitana
790,1395,cuatro_quesos_xl,2,2023-01-27,20:26,13.59,27.18,XL,Especial,"tomate, queso",Cuatro_quesos
791,1395,napolitana_s,1,2023-02-03,14:10,12.17,12.17,S,Vegetariana,"pepperoni, queso, tomate, aceituna",Napolitana
792,1396,hawaiiana_s,4,2023-03-01,10:58,14.56,58.24,S,Clásica,"pepperoni, queso",Hawaiiana
793,1396,cuatro_quesos_s,3,2023-02-18,11:39,10.55,31.65,S,Clásica,"pimiento, champiñon, queso",Cuatro_quesos
794,1397,cuatro_quesos_l,4,2023-02-21,19:43,13.59,54.36,L,Premium,"pimiento, queso",Cuatro_quesos
795,1397,mexicana_xl,3,2023-01-02,10:03,11.39,34.17,XL,Vegetariana,"jamon, queso",Mexicana
796,1398,cuatro_quesos_l,4,2023-01-06,20:16,12.08,48.32,L,Especial,"champiñon, jamon, queso, tomate",Cuatro_quesos
797,1398,carbonara_xl,3,2023-02-25,10:28,13.05,39.15,XL,Vegetariana,"pepperoni, queso, aceituna, jamon",Carbonara
798,1399,mexicana_s,2,2023-01-19,12:10,13.87,27.74,S,Clásica,"jamon, pepperoni, aceituna, tomate, queso",Mexicana
799,1399,cuatro_quesos_l,1,2023-02-28,10:40,7.51,7.51,L,Vegetariana,"champiñon, pimiento, pepperoni, jamon, aceituna",Cuatro_quesos
800,1400,napolitana_m,2,2023-01-19,15:41,5.17,10.34,M,Premium,"aceituna, pimiento, queso",Napolitana
801,1400,napolitana_s,4,2023-01-05,20:24,5.12,20.48,S,Especial,"pepperoni, jamon, pimiento, aceituna",Napolitana
802,1401,cuatro_quesos_m,4,2023-02-14,14:04,12.63,50.52,M,Premium,"champiñon, pepperoni, queso",Cuatro_quesos
803,1401,mexicana_m,2,2023-02-04,10:55,6.24,12.48,M,Especial,"champiñon, aceituna, pimiento, jamon",Mexicana
804,1402,napolitana_l,4,2023-02-06,22:25,11.12,44.48,L,Vegetariana,"jamon, queso, tomate, pimiento, champiñon",Napolitana
805,1402,carbonara_l,4,2023-02-16,22:06,13.38,53.52,L,Vegetariana,"pepperoni, aceituna, queso, jamon",Carbonara
806,1403,hawaiiana_xl,3,2023-02-01,21:38,5.22,15.66,XL,Especial,"pepperoni, pimiento, champiñon, aceituna, tomate",Hawaiiana
807,1403,carbonara_m,2,2023-02-07,10:25,12.45,24.9,M,Especial,"tomate, champiñon, aceituna",Carbonara
808,1404,mexicana_xl,5,2023-02-27,19:01,9.27,46.35,XL,Premium,"jamon, pimiento, pepperoni, champiñon",Mexicana
809,1404,margarita_l,2,2023-01-27,11:48,11.54,23.08,L,Vegetariana,"tomate, champiñon",Margarita
810,1405,cuatro_quesos_m,1,2023-02-26,14:18,11.07,11.07,M,Vegetariana,"jamon, queso, aceituna, pepperoni, tomate",Cuatro_quesos
811,1405,cuatro_quesos_m,4,2023-02-18,12:49,12.28,49.12,M,Vegetariana,"queso, champiñon, pimiento, pepperoni, jamon",Cuatro_quesos
812,1406,carbonara_m,3,2023-02-25,10:58,9.14,27.42,M,Especial,"tomate, queso",Carbonara
813,1406,margarita_l,4,2023-01-07,22:37,13.68,54.72,L,Vegetariana,"pimiento, tomate, pepperoni",Margarita
814,1407,cuatro_quesos_l,1,2023-01-19,20:30,11.41,11.41,L,Clásica,"queso, jamon",Cuatro_quesos
815,1407,hawaiiana_l,3,2023-01-17,10:39,5.38,16.14,L,Vegetariana,"pepperoni, pimiento, queso, aceituna, jamon",Hawaiiana
816,1408,margarita_s,4,2023-02-14,14:15,13.6,54.4,S,Premium,"jamon, queso, champiñon",Margarita
817,1408,napolitana_s,4,2023-02-24,14:40,8.02,32.08,S,Vegetariana,"queso, champiñon",Napolitana
818,1409,margarita_s,2,2023-02-20,22:20,11.37,22.74,S,Clásica,"tomate, queso, champiñon",Margarita
819,1409,cuatro_quesos_s,3,2023-01-07,19:54,12.6,37.8,S,Clásica,"aceituna, jamon",Cuatro_quesos
820,1410,mexicana_m,4,2023-01-14,14:32,10.07,40.28,M,Clásica,"jamon, queso, champiñon, aceituna, pepperoni",Mexicana
821,1410,margarita_s,5,2023-02-02,16:47,9.33,46.65,S,Vegetariana,"jamon, queso, tomate, aceituna",Margarita
822,1411,mexicana_xl,2,2023-02-03,14:41,7.57,15.14,XL,Clásica,"queso, tomate",Mexicana
823,1411,carbonara_s,4,2023-01-20,11:09,9.03,36.12,S,Clásica,"queso, jamon, pepperoni, pimiento",Carbonara
824,1412,carbonara_m,3,2023-01-08,13:43,12.36,37.08,M,Vegetariana,"pepperoni, champiñon, pimiento, queso, jamon",Carbonara
825,1412,cuatro_quesos_m,4,2023-01-06,10:26,9.93,39.72,M,Especial,"queso, aceituna, tomate",Cuatro_quesos
826,1413,carbonara_m,5,2023-01-31,17:01,8.02,40.1,M,Premium,"tomate, queso, aceituna",Carbonara
827,1413,hawaiiana_s,1,2023-01-03,10:42,11.3,11.3,S,Especial,"jamon, tomate, aceituna, pimiento, queso",Hawaiiana
828,1414,napolitana_m,4,2023-01-07,17:38,7.14,28.56,M,Vegetariana,"jamon, aceituna",Napolitana
829,1414,margarita_m,3,2023-01-21,17:35,14.81,44.43,M,Premium,"pepperoni, pimiento, aceituna",Margarita
830,1415,mexicana_m,5,2023-01-04,12:31,13.8,69.0,M,Vegetariana,"champiñon, jamon",Mexicana
831,1415,napolitana_s,3,2023-01-23,15:28,11.51,34.53,S,Clásica,"tomate, aceituna, jamon, pimiento",Napolitana
832,1416,carbonara_m,2,2023-02-27,15:49,11.82,23.64,M,Vegetariana,"pimiento, champiñon, aceituna, tomate",Carbonara
833,1416,hawaiiana_s,1,2023-03-01,18:37,13.05,13.05,S,Especial,"tomate, champiñon, queso",Hawaiiana
834,1417,hawaiiana_l,1,2023-02-07,21:05,6.3,6.3,L,Clásica,"queso, jamon, pimiento, pepperoni, tomate",Hawaiiana
835,1417,cuatro_quesos_s,3,2023-01-08,13:22,7.74,23.22,S,Vegetariana,"aceituna, pepperoni, champiñon, jamon, tomate",Cuatro_quesos
836,1418,cuatro_quesos_l,1,2023-02-21,13:43,6.4,6.4,L,Clásica,"jamon, pimiento, champiñon, tomate, pepperoni",Cuatro_quesos
837,1418,mexicana_xl,4,2023-02-23,11:14,13.62,54.48,XL,Vegetariana,"aceituna, jamon, pepperoni, queso",Mexicana
838,1419,carbonara_xl,5,2023-02-13,17:34,13.06,65.3,XL,Vegetariana,"aceituna, queso, jamon",Carbonara
839,1419,cuatro_quesos_s,3,2023-01-12,12:09,13.93,41.79,S,Vegetariana,"tomate, champiñon, queso, aceituna",Cuatro_quesos
840,1420,carbonara_m,5,2023-01-21,15:19,9.2,46.0,M,Premium,"pimiento, jamon, tomate, queso",Carbonara
841,1420,carbonara_l,1,2023-01-24,20:18,13.05,13.05,L,Vegetariana,"aceituna, jamon, tomate",Carbonara
842,1421,carbonara_m,1,2023-02-12,10:16,14.4,14.4,M,Vegetariana,"jamon, tomate, pepperoni, aceituna",Carbonara
843,1421,carbonara_l,3,2023-02-25,18:38,10.46,31.38,L,Premium,"champiñon, queso, pepperoni, tomate, aceituna",Carbonara
844,1422,carbonara_s,5,2023-02-05,19:46,9.42,47.1,S,Clásica,"queso, champiñon",Carbonara
845,1422,napolitana_l,1,2023-02-14,17:15,12.88,12.88,L,Premium,"pimiento, pepperoni, jamon, champiñon",Napolitana
846,1423,hawaiiana_xl,1,2023-02-21,22:58,8.31,8.31,XL,Premium,"queso, champiñon, tomate, jamon",Hawaiiana
847,1423,mexicana_s,1,2023-01-14,19:14,6.55,6.55,S,Clásica,"aceituna, tomate",Mexicana
848,1424,hawaiiana_m,3,2023-02-09,10:46,7.42,22.26,M,Especial,"aceituna, pimiento",Hawaiiana
849,1424,carbonara_s,2,2023-02-26,15:08,8.76,17.52,S,Premium,"jamon, aceituna",Carbonara
850,1425,napolitana_l,2,2023-01-24,14:29,9.41,18.82,L,Especial,"tomate, queso",Napolitana
851,1425,cuatro_quesos_s,4,2023-01-31,21:43,9.59,38.36,S,Premium,"queso, jamon",Cuatro_quesos
852,1426,napolitana_m,2,2023-01-24,18:24,10.15,20.3,M,Especial,"queso, jamon, pepperoni",Napolitana
853,1426,napolitana_s,5,2023-01-12,16:24,11.58,57.9,S,Vegetariana,"pepperoni, tomate",Napolitana
854,1427,hawaiiana_l,2,2023-01-26,17:17,6.42,12.84,L,Premium,"tomate, jamon",Hawaiiana
855,1427,hawaiiana_xl,3,2023-01-20,12:53,13.95,41.85,XL,Vegetariana,"jamon, tomate, queso, champiñon, pimiento",Hawaiiana
856,1428,mexicana_s,5,2023-02-01,10:19,8.29,41.45,S,Clásica,"jamon, champiñon, aceituna, tomate, pimiento",Mexicana
857,1428,mexicana_l,5,2023-02-27,13:23,14.01,70.05,L,Especial,"champiñon, pimiento, queso, aceituna",Mexicana
858,1429,napolitana_l,2,2023-02-10,18:50,11.8,23.6,L,Especial,"queso, pimiento",Napolitana
859,1429,carbonara_l,1,2023-02-11,14:48,12.4,12.4,L,Vegetariana,"pepperoni, jamon, pimiento",Carbonara
860,1430,mexicana_s,4,2023-02-03,17:44,5.59,22.36,S,Especial,"jamon, aceituna, queso, tomate",Mexicana
861,1430,carbonara_l,2,2023-02-03,13:10,7.61,15.22,L,Vegetariana,"aceituna, jamon",Carbonara
862,1431,mexicana_l,5,2023-02-07,19:44,11.37,56.85,L,Vegetariana,"aceituna, tomate, jamon",Mexicana
863,1431,margarita_m,5,2023-01-24,17:18,8.6,43.0,M,Clásica,"pepperoni, aceituna, pimiento, jamon, tomate",Margarita
864,1432,napolitana_m,5,2023-01-22,20:55,11.87,59.35,M,Especial,"aceituna, jamon, pepperoni, champiñon, pimiento",Napolitana
865,1432,hawaiiana_l,3,2023-02-05,21:26,9.74,29.22,L,Clásica,"queso, pepperoni",Hawaiiana
866,1433,mexicana_xl,4,2023-01-07,11:55,10.32,41.28,XL,Premium,"champiñon, tomate",Mexicana
867,1433,margarita_m,5,2023-01-27,20:09,11.01,55.05,M,Especial,"tomate, jamon",Margarita
868,1434,cuatro_quesos_l,3,2023-01-21,14:56,14.67,44.01,L,Premium,"aceituna, queso, pimiento",Cuatro_quesos
869,1434,carbonara_m,5,2023-02-26,22:45,8.14,40.7,M,Clásica,"queso, jamon, pepperoni, tomate",Carbonara
870,1435,cuatro_quesos_m,1,2023-02-04,17:41,7.98,7.98,M,Vegetariana,"aceituna, tomate, pimiento",Cuatro_quesos
871,1435,mexicana_s,5,2023-01-11,12:12,6.37,31.85,S,Vegetariana,"pepperoni, champiñon, tomate, queso",Mexicana
872,1436,cuatro_quesos_xl,3,2023-01-21,14:55,14.99,44.97,XL,Vegetariana,"queso, champiñon, tomate, aceituna",Cuatro_quesos
873,1436,cuatro_quesos_l,3,2023-02-10,19:19,10.56,31.68,L,Clásica,"queso, jamon, pepperoni, tomate",Cuatro_quesos
874,1437,carbonara_xl,4,2023-02-03,16:21,11.84,47.36,XL,Especial,"aceituna, tomate, queso",Carbonara
875,1437,hawaiiana_s,4,2023-01-03,14:16,9.24,36.96,S,Clásica,"tomate, champiñon",Hawaiiana
876,1438,margarita_m,4,2023-02-01,14:20,11.3,45.2,M,Vegetariana,"champiñon, pepperoni",Margarita
877,1438,mexicana_s,4,2023-02-06,12:24,14.8,59.2,S,Especial,"aceituna, tomate, pepperoni, pimiento",Mexicana
878,1439,mexicana_l,2,2023-02-15,19:25,10.06,20.12,L,Clásica,"jamon, pepperoni",Mexicana
879,1439,cuatro_quesos_l,1,2023-02-09,18:57,8.24,8.24,L,Especial,"aceituna, tomate",Cuatro_quesos
880,1440,cuatro_quesos_xl,3,2023-01-07,13:58,9.06,27.18,XL,Clásica,"pepperoni, champiñon, tomate",Cuatro_quesos
881,1440,cuatro_quesos_m,4,2023-02-23,18:25,13.91,55.64,M,Premium,"jamon, aceituna, champiñon, pimiento",Cuatro_quesos
882,1441,carbonara_s,2,2023-02-06,16:03,14.72,29.44,S,Premium,"pimiento, champiñon, jamon, aceituna",Carbonara
883,1441,margarita_s,5,2023-02-15,10:20,9.22,46.1,S,Especial,"jamon, aceituna, pepperoni, queso",Margarita
884,1442,cuatro_quesos_xl,3,2023-01-23,22:54,8.41,25.23,XL,Especial,"tomate, champiñon, pepperoni, pimiento",Cuatro_quesos
885,1442,napolitana_m,3,2023-01-22,17:27,9.84,29.52,M,Vegetariana,"pimiento, champiñon",Napolitana
886,1443,carbonara_l,5,2023-01-10,21:35,6.99,34.95,L,Especial,"tomate, aceituna, queso, pepperoni",Carbonara
887,1443,cuatro_quesos_xl,1,2023-01-05,21:40,6.44,6.44,XL,Especial,"queso, pepperoni, jamon, aceituna",Cuatro_quesos
888,1444,carbonara_s,3,2023-02-14,20:28,5.65,16.95,S,Vegetariana,"champiñon, aceituna",Carbonara
889,1444,napolitana_xl,4,2023-02-15,16:31,13.82,55.28,XL,Especial,"champiñon, jamon, queso, pimiento",Napolitana
890,1445,carbonara_m,4,2023-02-09,12:15,14.64,58.56,M,Premium,"jamon, aceituna, queso",Carbonara
891,1445,mexicana_m,1,2023-01-16,17:09,7.74,7.74,M,Especial,"queso, tomate, aceituna, champiñon, pepperoni",Mexicana
892,1446,cuatro_quesos_m,3,2023-01-16,20:16,10.58,31.74,M,Premium,"champiñon, jamon, aceituna",Cuatro_quesos
893,1446,margarita_m,5,2023-02-15,20:11,11.46,57.3,M,Especial,"pepperoni, jamon, tomate, aceituna",Margarita
